Member_number,Date,itemDescription,Frequency,Frequency_per_date,Item_Sold
2215,2015-11-26,citrus fruit,14,2,1
2745,2015-04-21,berries,15,2,1
2861,2015-03-12,meat,12,2,1
3553,2015-05-10,coffee,6,2,1
2993,2015-05-05,long life bakery product,15,2,1
4365,2015-02-20,whole milk,4,2,3
2860,2015-12-20,root vegetables,14,2,3
3760,2015-11-22,pork,15,5,2
2505,2015-04-22,yogurt,11,2,5
1485,2015-07-12,soda,4,2,4
4608,2015-04-27,frankfurter,12,2,3
2873,2015-07-15,photo/film,16,2,1
4848,2015-07-07,tropical fruit,6,2,3
2550,2015-12-23,chicken,16,2,2
2085,2015-04-22,soda,8,2,4
2549,2015-08-24,sausage,16,2,3
1200,2015-08-08,citrus fruit,8,2,4
3463,2015-05-09,pastry,8,2,3
3583,2015-08-02,root vegetables,15,2,2
1276,2015-03-26,hard cheese,13,2,1
2951,2015-12-22,curd,7,2,1
4970,2015-07-23,berries,7,2,1
1492,2015-01-20,cat food,11,2,1
3864,2015-08-26,bottled water,15,2,2
2506,2015-11-17,soda,8,2,4
4285,2015-04-22,fruit/vegetable juice,8,2,2
4822,2015-02-26,brown bread,12,2,2
3588,2015-12-15,citrus fruit,13,2,2
2520,2015-12-06,whipped/sour cream,6,2,1
1088,2015-01-14,yogurt,9,2,3
1486,2015-09-23,chicken,17,2,1
4080,2015-07-03,photo/film,8,2,2
3058,2015-07-27,sausage,8,2,5
3133,2015-12-01,tropical fruit,8,2,3
1731,2015-08-17,whole milk,12,2,8
2436,2015-02-17,butter,11,2,3
3452,2015-05-15,citrus fruit,8,2,5
2761,2015-01-11,pork,15,2,3
1705,2015-07-28,frozen fish,8,2,1
3221,2015-04-01,beef,23,2,2
1384,2015-12-19,other vegetables,15,2,2
4570,2015-08-22,chicken,6,2,2
2506,2015-12-27,beverages,8,2,1
3380,2015-04-23,pork,18,2,2
2765,2015-11-30,candy,12,2,1
4840,2015-06-05,whole milk,10,2,5
1685,2015-08-18,other vegetables,8,2,8
2028,2015-03-01,coffee,13,2,3
1125,2015-08-27,sausage,11,2,4
1054,2015-09-02,bottled beer,9,2,1
4274,2015-01-23,soda,12,2,3
2710,2015-10-14,frankfurter,4,2,2
2699,2015-11-28,whipped/sour cream,10,2,2
1918,2015-09-29,tropical fruit,4,2,3
4936,2015-03-02,sausage,4,2,3
2535,2015-03-20,rolls/buns,13,2,7
4495,2015-08-24,other vegetables,23,2,6
4216,2015-02-24,citrus fruit,11,2,5
1515,2015-09-21,pastry,13,2,1
2604,2015-01-26,citrus fruit,14,2,4
4820,2015-12-07,pet care,18,2,1
2340,2015-11-28,butter,18,2,1
2864,2015-03-13,citrus fruit,10,2,3
1366,2015-11-29,whole milk,25,2,6
3317,2015-06-29,pork,7,2,4
4218,2015-01-11,ham,12,2,2
3958,2015-11-04,soda,6,2,5
1309,2015-04-01,tropical fruit,11,2,2
1394,2015-05-24,ham,4,2,2
4412,2015-05-04,sausage,13,2,1
3649,2015-06-21,dishes,17,2,1
4805,2015-10-13,other vegetables,4,2,2
1599,2015-04-20,semi-finished bread,14,2,1
4321,2015-09-12,sausage,18,2,1
3397,2015-02-20,citrus fruit,6,2,3
3767,2015-06-06,bottled beer,9,2,3
2781,2015-06-01,soda,13,2,1
3750,2015-05-17,pastry,6,2,1
4574,2015-11-27,bottled beer,21,2,3
4180,2015-04-01,specialty chocolate,13,2,2
3897,2015-02-01,soda,13,2,2
4333,2015-07-01,misc. beverages,2,2,2
3796,2015-06-06,seasonal products,2,2,1
2240,2015-05-18,citrus fruit,12,2,1
2967,2015-02-06,yogurt,6,2,1
2581,2015-12-14,meat,12,2,2
1248,2015-12-15,frankfurter,16,2,1
3830,2015-10-18,frankfurter,23,2,2
3976,2015-05-08,packaged fruit/vegetables,13,2,1
1842,2015-02-23,root vegetables,6,2,2
1626,2015-02-18,pastry,2,2,5
4059,2015-01-05,frankfurter,9,2,2
2370,2015-09-12,whole milk,19,2,4
4466,2015-09-03,citrus fruit,10,2,2
2404,2015-02-10,beef,11,2,1
3224,2015-03-14,frankfurter,10,2,3
1478,2015-02-12,pork,8,2,1
2229,2015-12-22,sausage,22,2,1
4418,2015-10-04,whipped/sour cream,8,2,1
3571,2015-07-07,coffee,14,2,2
2234,2015-02-27,sausage,21,2,3
3416,2015-02-07,tropical fruit,14,2,2
3429,2015-06-29,pork,18,2,4
1046,2015-06-24,pork,4,2,1
4498,2015-04-19,other vegetables,11,2,7
2152,2015-09-03,chicken,12,2,3
1425,2015-03-18,ham,10,2,2
3946,2015-11-19,root vegetables,13,2,3
1009,2015-05-14,tropical fruit,9,2,3
2825,2015-12-25,soda,10,2,1
4592,2015-06-22,whole milk,16,2,2
1449,2015-05-27,whole milk,9,2,6
1837,2015-06-18,bottled beer,12,2,2
4322,2015-10-31,brown bread,11,2,2
2039,2015-06-18,bottled beer,4,2,2
3999,2015-05-19,dessert,13,2,4
1183,2015-01-04,sausage,16,2,4
2441,2015-07-03,meat,15,2,2
2739,2015-09-19,pip fruit,4,2,3
3049,2015-02-05,beef,4,2,2
1697,2015-05-29,root vegetables,15,2,3
4109,2015-08-24,dessert,13,2,1
3217,2015-03-20,dessert,6,2,1
4879,2015-10-12,other vegetables,9,2,4
3505,2015-10-11,beverages,15,2,1
4292,2015-10-26,frankfurter,20,2,3
4813,2015-08-04,citrus fruit,7,2,2
1379,2015-04-17,pastry,28,2,1
3410,2015-05-31,yogurt,14,2,3
4074,2015-09-10,whole milk,9,2,6
3438,2015-01-04,sausage,16,2,4
2919,2015-06-30,pip fruit,4,2,2
1401,2015-05-29,sausage,4,2,2
2074,2015-12-20,bottled water,11,2,2
4193,2015-08-30,meat,8,2,1
1195,2015-11-04,finished products,6,2,1
4850,2015-07-15,other vegetables,4,2,2
3255,2015-01-08,domestic eggs,17,2,2
2572,2015-05-27,soda,2,2,4
3803,2015-12-14,chicken,19,2,3
3342,2015-06-22,sausage,8,2,4
3167,2015-08-20,soda,7,2,2
3517,2015-07-14,whole milk,22,2,5
1391,2015-03-14,rolls/buns,13,2,3
2682,2015-01-20,canned beer,11,2,2
1363,2015-01-15,bottled beer,13,2,2
4849,2015-05-17,citrus fruit,7,2,6
3107,2015-11-16,napkins,14,2,1
2171,2015-04-22,beef,18,2,2
2286,2015-06-19,canned beer,6,2,4
1449,2015-10-03,ham,9,2,1
2192,2015-02-10,frankfurter,5,2,2
1926,2015-05-29,yogurt,6,2,1
1245,2015-12-04,turkey,20,2,1
4034,2015-11-13,whole milk,6,2,4
3719,2015-02-22,yogurt,19,2,2
1033,2015-06-15,chicken,12,2,2
1293,2015-10-26,whole milk,11,2,5
3737,2015-12-12,sausage,33,2,2
1114,2015-04-26,chicken,16,2,1
2286,2015-12-04,citrus fruit,6,2,1
1782,2015-09-13,tropical fruit,13,2,2
2837,2015-09-19,rolls/buns,11,2,4
2011,2015-12-23,UHT-milk,18,2,1
3067,2015-09-22,candy,10,2,1
3191,2015-12-30,pip fruit,5,2,2
4161,2015-09-24,whole milk,5,2,4
2526,2015-10-16,coffee,4,2,1
1582,2015-07-08,sausage,6,2,2
3663,2015-11-20,citrus fruit,19,2,2
1237,2015-03-08,rolls/buns,20,2,1
2635,2015-09-17,whole milk,6,2,5
3034,2015-05-22,whipped/sour cream,10,2,3
3005,2015-07-12,citrus fruit,11,2,2
2476,2015-07-30,butter milk,10,2,1
1052,2015-05-15,frankfurter,27,2,4
3781,2015-09-23,frankfurter,7,2,4
4736,2015-04-03,beef,11,2,2
4101,2015-01-30,chicken,8,2,3
2535,2015-10-17,canned beer,13,2,3
1924,2015-09-07,sausage,14,2,5
3079,2015-01-04,specialty bar,9,2,1
4270,2015-02-08,bottled water,6,2,1
2797,2015-09-12,chicken,5,2,1
3813,2015-01-18,whole milk,5,2,5
4412,2015-12-20,sausage,13,2,6
2997,2015-06-02,canned beer,16,2,2
3703,2015-03-24,rolls/buns,12,2,2
2260,2015-10-02,bottled water,8,2,3
3583,2015-12-03,soda,15,2,1
2513,2015-01-30,chicken,12,2,3
4336,2015-09-25,beverages,15,2,1
2017,2015-02-19,nuts/prunes,16,2,1
2787,2015-05-09,rolls/buns,16,2,2
3460,2015-09-14,other vegetables,16,2,4
4056,2015-08-29,packaged fruit/vegetables,16,2,1
2063,2015-08-23,sausage,13,2,1
2085,2015-04-04,pip fruit,8,2,1
3778,2015-03-13,soda,12,2,2
2691,2015-03-09,liver loaf,10,2,1
2534,2015-11-08,pork,14,2,3
2315,2015-12-17,chicken,14,2,1
1094,2015-05-16,tropical fruit,20,2,1
4529,2015-05-24,flower soil/fertilizer,10,2,1
2745,2015-04-29,meat,15,2,1
4352,2015-11-28,sausage,13,2,2
2783,2015-03-31,citrus fruit,2,2,1
3280,2015-04-14,beef,6,2,3
3473,2015-04-07,whole milk,6,2,4
3476,2015-06-28,whipped/sour cream,15,2,2
2173,2015-08-11,chicken,4,2,2
4170,2015-05-11,chicken,15,2,1
1596,2015-07-14,bottled water,10,2,2
1265,2015-04-13,pork,25,2,3
1259,2015-09-20,ice cream,14,2,1
4102,2015-10-23,ham,19,2,1
3465,2015-04-16,butter milk,22,2,2
3504,2015-11-05,frankfurter,19,2,3
3336,2015-03-26,pork,2,2,2
3001,2015-11-14,sausage,4,2,1
4078,2015-04-18,berries,16,2,1
3244,2015-11-20,sausage,6,2,3
3544,2015-03-10,whole milk,10,2,4
2760,2015-04-14,other vegetables,23,2,5
4643,2015-12-02,sausage,16,2,1
3601,2015-12-20,rolls/buns,8,2,2
2275,2015-08-02,yogurt,4,2,1
3082,2015-04-10,root vegetables,26,2,3
4273,2015-01-22,rolls/buns,8,2,2
1951,2015-10-22,herbs,6,2,1
3589,2015-01-31,other vegetables,13,2,5
2404,2015-10-15,pip fruit,11,2,1
3619,2015-04-07,pork,10,2,3
4733,2015-03-09,soda,9,2,1
4868,2015-05-02,onions,13,2,2
3410,2015-07-03,other vegetables,14,2,2
4937,2015-02-14,hamburger meat,16,2,1
2979,2015-08-09,rum,10,2,1
2278,2015-08-10,shopping bags,6,2,1
4512,2015-11-08,other vegetables,15,2,6
1940,2015-11-18,beef,11,2,1
1867,2015-03-29,root vegetables,11,2,1
1888,2015-05-21,frankfurter,14,2,1
2073,2015-06-18,frankfurter,9,2,4
4023,2015-01-21,ice cream,2,2,1
4416,2015-10-29,pastry,16,2,2
4210,2015-08-07,chicken,4,2,1
1520,2015-02-26,baking powder,6,2,1
1890,2015-04-20,berries,8,2,1
3079,2015-01-30,pet care,9,2,2
1772,2015-11-02,misc. beverages,8,2,1
1361,2015-07-12,sausage,17,2,6
4073,2015-02-13,whipped/sour cream,14,2,2
2128,2015-04-24,rolls/buns,11,2,6
1882,2015-09-25,fish,6,2,1
4895,2015-06-01,tropical fruit,11,2,3
1431,2015-03-05,other vegetables,9,2,2
2159,2015-07-17,ham,8,2,2
2666,2015-12-14,meat,16,2,2
2986,2015-05-19,margarine,17,2,3
3491,2015-10-26,sausage,14,2,3
3844,2015-08-14,citrus fruit,16,2,2
4002,2015-04-30,sausage,14,2,3
3963,2015-01-26,sausage,14,2,3
2997,2015-08-03,other vegetables,16,2,4
4122,2015-06-05,meat,9,2,2
4326,2015-04-11,soda,12,2,5
4331,2015-09-10,sausage,6,2,4
4199,2015-12-29,pip fruit,11,2,1
1910,2015-09-25,tropical fruit,10,2,1
2713,2015-08-18,other vegetables,10,2,8
4535,2015-12-05,pastry,7,2,2
1529,2015-06-17,frankfurter,7,2,1
4361,2015-02-18,domestic eggs,8,2,1
1208,2015-08-21,rolls/buns,11,2,9
1789,2015-10-22,citrus fruit,10,2,1
4592,2015-08-07,domestic eggs,16,2,3
2141,2015-03-08,citrus fruit,9,2,2
1425,2015-09-24,citrus fruit,10,2,1
3264,2015-01-13,sausage,10,2,4
4575,2015-12-10,ice cream,8,2,2
1042,2015-05-22,citrus fruit,6,2,2
4624,2015-05-18,pip fruit,22,2,4
1692,2015-05-08,citrus fruit,15,2,2
4861,2015-03-28,brown bread,6,2,1
1409,2015-07-28,sausage,6,2,4
4403,2015-05-08,canned beer,12,2,3
1000,2015-11-25,sausage,13,2,3
2359,2015-08-28,canned beer,13,2,3
1613,2015-08-08,soda,15,2,4
2632,2015-08-17,citrus fruit,24,2,1
3974,2015-06-19,sausage,6,2,3
1742,2015-11-27,other vegetables,9,2,3
3281,2015-10-25,beef,6,2,3
2610,2015-10-21,meat,7,2,2
3209,2015-01-25,canned beer,11,2,1
1032,2015-07-13,ice cream,16,2,1
2257,2015-05-15,soda,8,2,4
4500,2015-06-08,whole milk,10,2,1
2134,2015-08-27,pastry,7,2,4
4542,2015-01-18,whipped/sour cream,6,2,2
1921,2015-02-23,chocolate,14,2,1
3363,2015-12-29,pork,13,2,2
3220,2015-11-07,rolls/buns,12,2,3
2547,2015-04-06,frankfurter,12,2,1
3675,2015-08-03,salty snack,11,2,3
3410,2015-08-30,photo/film,14,2,1
3721,2015-07-04,photo/film,10,2,1
2204,2015-09-27,soda,12,2,3
2251,2015-02-27,bottled beer,16,2,1
4706,2015-08-07,frozen meals,6,2,2
1762,2015-01-21,citrus fruit,4,2,1
2996,2015-01-08,domestic eggs,14,2,2
3727,2015-05-19,tropical fruit,13,2,1
4230,2015-06-25,seasonal products,9,2,1
2089,2015-10-16,grapes,16,2,1
1452,2015-05-21,shopping bags,15,2,1
4176,2015-05-05,semi-finished bread,7,2,2
2484,2015-08-12,tropical fruit,14,2,2
3590,2015-05-30,seasonal products,14,2,1
1015,2015-03-22,salty snack,7,2,1
4942,2015-01-29,citrus fruit,10,2,3
2038,2015-05-17,rolls/buns,10,2,1
4024,2015-03-11,ice cream,14,2,2
4089,2015-10-04,sausage,6,2,2
2287,2015-09-23,yogurt,8,2,3
1946,2015-12-08,pastry,12,2,1
4899,2015-03-13,hamburger meat,10,2,2
4656,2015-11-01,onions,21,2,2
1340,2015-11-18,whipped/sour cream,14,2,1
3800,2015-02-08,newspapers,6,2,1
4883,2015-01-16,other vegetables,10,2,3
4752,2015-05-18,liver loaf,8,2,1
4120,2015-03-13,rolls/buns,11,2,7
1776,2015-03-20,fish,14,2,1
4445,2015-04-15,canned beer,15,2,3
1515,2015-11-06,bottled beer,13,2,2
4470,2015-06-23,frozen meals,14,2,1
2551,2015-06-06,pot plants,6,2,1
2062,2015-09-03,pork,8,2,2
4407,2015-02-19,berries,6,2,1
1479,2015-05-15,sausage,14,2,3
1049,2015-08-04,white bread,8,2,1
3062,2015-03-22,shopping bags,11,2,3
3328,2015-10-15,cream cheese ,11,2,2
2269,2015-09-20,berries,6,2,1
2195,2015-07-10,tropical fruit,8,2,3
4757,2015-01-12,frozen meals,13,2,1
4883,2015-05-16,ice cream,10,2,2
1846,2015-09-11,frankfurter,12,2,3
4439,2015-08-21,rolls/buns,8,2,9
2102,2015-01-25,fruit/vegetable juice,12,2,3
3333,2015-02-22,beverages,4,2,2
4486,2015-11-06,berries,26,2,1
3010,2015-08-14,fruit/vegetable juice,11,2,1
1206,2015-01-02,sausage,14,2,2
2220,2015-01-07,tropical fruit,6,2,4
1989,2015-09-09,soda,2,2,4
3635,2015-06-19,finished products,21,2,1
1275,2015-04-11,salt,24,2,2
3433,2015-08-22,berries,7,2,1
1426,2015-07-08,potato products,10,2,1
1110,2015-09-09,ham,18,2,1
4163,2015-04-23,specialty chocolate,15,2,1
4809,2015-09-28,whole milk,12,2,8
3559,2015-07-02,pastry,12,2,1
3385,2015-06-28,frankfurter,11,2,2
4523,2015-02-27,grapes,12,2,2
4335,2015-01-05,pot plants,17,2,1
1900,2015-01-08,other vegetables,10,2,6
1859,2015-05-28,root vegetables,11,2,4
3139,2015-02-17,soda,16,2,5
1614,2015-02-03,bottled beer,4,2,1
4694,2015-07-07,rolls/buns,20,2,5
4257,2015-08-18,grapes,13,2,3
1604,2015-11-11,tropical fruit,8,2,4
4857,2015-07-28,citrus fruit,4,2,2
2017,2015-10-23,chicken,16,2,2
3239,2015-11-27,citrus fruit,2,2,3
4194,2015-05-11,cleaner,14,2,1
1014,2015-01-04,canned beer,10,2,3
3651,2015-07-04,misc. beverages,21,2,1
1591,2015-03-20,soap,10,2,1
1572,2015-07-14,specialty chocolate,20,2,2
2255,2015-12-18,pip fruit,12,2,3
1793,2015-10-22,other vegetables,25,2,1
3256,2015-07-30,pork,9,2,3
3176,2015-02-05,pork,13,2,3
2790,2015-10-11,cereals,8,4,1
3581,2015-04-12,tropical fruit,20,2,2
1190,2015-10-27,sparkling wine,17,2,1
4960,2015-08-15,other vegetables,9,2,6
1697,2015-11-17,dish cleaner,15,2,1
1208,2015-12-16,tropical fruit,11,2,3
1148,2015-01-14,pork,19,2,2
1763,2015-12-27,pork,7,2,2
4526,2015-08-21,frankfurter,20,2,1
4447,2015-05-01,rolls/buns,2,2,2
3521,2015-07-17,yogurt,8,2,1
2969,2015-12-08,packaged fruit/vegetables,8,2,1
2790,2015-10-11,sausage,8,4,4
4328,2015-08-29,tropical fruit,12,2,1
3484,2015-09-22,cream cheese ,23,2,1
2467,2015-10-07,curd,12,2,1
4722,2015-12-16,whole milk,10,2,2
1490,2015-10-04,whole milk,4,2,7
4655,2015-08-02,other vegetables,10,2,7
2842,2015-07-29,sausage,4,2,2
1796,2015-11-03,butter,14,2,1
4426,2015-05-18,tropical fruit,15,2,2
2656,2015-02-02,hamburger meat,10,2,2
4440,2015-04-11,chicken,12,2,3
3682,2015-08-06,cooking chocolate,19,2,1
2897,2015-01-27,zwieback,6,2,1
3316,2015-01-07,cream cheese ,7,2,1
1494,2015-03-26,sausage,16,2,1
4427,2015-01-31,zwieback,12,2,1
1322,2015-09-16,waffles,15,2,1
3354,2015-11-09,yogurt,15,2,5
2169,2015-09-20,meat,11,2,1
2140,2015-12-30,sausage,6,2,1
1921,2015-11-11,turkey,14,2,2
2101,2015-04-10,citrus fruit,11,2,2
3204,2015-02-25,berries,11,2,2
3544,2015-04-04,canned beer,10,2,1
3659,2015-04-28,whole milk,8,2,4
2233,2015-04-10,whole milk,9,2,6
1832,2015-04-23,berries,16,2,1
3133,2015-12-25,hamburger meat,8,2,2
3438,2015-07-25,liquor,16,2,1
3294,2015-04-05,chocolate,13,2,1
1035,2015-05-23,sausage,14,2,3
4067,2015-10-16,domestic eggs,6,2,1
1710,2015-12-05,chicken,6,2,1
4781,2015-01-25,sausage,6,2,5
1768,2015-04-18,butter milk,20,2,1
3907,2015-06-24,ham,9,2,1
4885,2015-10-16,whole milk,2,2,4
4584,2015-12-02,beef,10,2,2
3728,2015-06-12,specialty bar,13,2,1
1875,2015-07-29,coffee,5,2,2
1881,2015-10-15,beverages,11,2,1
2997,2015-02-10,fish,16,2,1
4190,2015-09-23,pip fruit,21,2,3
3283,2015-07-02,coffee,9,2,2
1903,2015-03-10,canned beer,10,2,2
4949,2015-08-18,frozen fish,2,2,1
2460,2015-12-18,whole milk,9,2,1
4726,2015-03-01,whole milk,8,2,7
3066,2015-12-06,pastry,12,2,2
1239,2015-03-22,sausage,16,2,3
3495,2015-06-17,beef,22,2,1
1848,2015-06-20,frankfurter,8,2,2
2705,2015-11-16,meat,6,2,1
3042,2015-12-27,whole milk,22,2,3
3088,2015-04-30,canned beer,8,2,2
3728,2015-03-15,rolls/buns,13,2,2
4634,2015-02-26,pip fruit,9,2,3
3542,2015-06-16,whole milk,4,2,7
1666,2015-04-15,sausage,4,2,6
3617,2015-04-17,beef,11,2,2
3209,2015-12-25,pastry,11,2,2
2284,2015-03-11,frankfurter,13,2,2
2716,2015-09-23,yogurt,16,2,3
1499,2015-11-09,cat food,10,2,1
4695,2015-10-03,pet care,26,2,1
3597,2015-12-13,ham,6,2,1
2408,2015-09-09,sausage,21,2,2
2413,2015-10-25,tropical fruit,14,2,1
3664,2015-05-30,whole milk,8,2,5
4483,2015-08-15,canned vegetables,4,2,1
1265,2015-10-03,pork,25,2,1
2235,2015-09-13,pip fruit,13,2,2
1730,2015-12-25,sausage,8,2,2
4920,2015-02-21,pork,4,2,4
4555,2015-07-09,citrus fruit,14,2,2
2069,2015-03-16,citrus fruit,10,2,1
2954,2015-06-05,sausage,7,2,3
4893,2015-03-01,berries,8,2,1
1961,2015-12-15,brown bread,12,2,1
1165,2015-12-29,curd,9,2,1
2489,2015-12-22,whipped/sour cream,10,2,1
1383,2015-02-23,pip fruit,6,2,4
4812,2015-03-17,sausage,15,2,1
1235,2015-05-29,shopping bags,19,2,3
4313,2015-06-23,citrus fruit,10,2,2
4044,2015-12-01,frankfurter,10,2,2
2926,2015-10-29,oil,7,2,1
2764,2015-02-25,beverages,13,2,2
4340,2015-01-26,soda,13,2,4
2106,2015-08-28,whole milk,12,2,11
1083,2015-02-06,pork,7,2,2
2043,2015-03-07,bottled water,16,2,3
4196,2015-11-07,brown bread,10,2,1
3844,2015-09-17,whole milk,16,2,5
2248,2015-03-17,rolls/buns,2,2,2
3280,2015-07-13,whole milk,6,2,7
1678,2015-08-01,ham,8,2,3
4567,2015-08-04,frankfurter,12,2,3
1614,2015-10-21,specialty cheese,4,2,1
4251,2015-01-17,pork,22,2,3
4064,2015-09-17,citrus fruit,6,2,2
4629,2015-02-24,canned vegetables,10,2,1
4249,2015-12-04,sausage,11,2,3
2798,2015-08-22,frankfurter,8,2,2
4944,2015-09-06,domestic eggs,9,2,1
4495,2015-12-16,sausage,23,2,1
4524,2015-05-02,spread cheese,22,2,1
2941,2015-09-26,other vegetables,12,2,5
2862,2015-08-08,misc. beverages,6,2,2
3248,2015-06-19,citrus fruit,21,2,2
1001,2015-04-14,beef,12,2,3
2104,2015-10-20,yogurt,9,2,2
2083,2015-06-19,sausage,12,2,3
1932,2015-06-27,chocolate,20,2,1
3760,2015-11-03,other vegetables,15,2,1
2894,2015-03-14,butter,2,2,2
3590,2015-01-09,tropical fruit,14,2,1
4616,2015-02-14,other vegetables,13,2,2
2527,2015-01-20,canned beer,5,2,2
2327,2015-07-06,chicken,10,2,2
4091,2015-02-25,sausage,14,2,2
4735,2015-04-01,curd,12,2,2
4195,2015-05-04,salty snack,10,2,1
1017,2015-05-16,other vegetables,11,2,6
4115,2015-05-22,citrus fruit,11,2,2
1339,2015-05-05,sausage,13,2,2
4037,2015-12-29,citrus fruit,10,2,1
2789,2015-06-01,tropical fruit,23,2,3
1620,2015-08-20,chicken,11,2,1
4656,2015-01-27,white wine,21,2,1
4795,2015-07-30,sausage,2,2,6
3843,2015-09-04,sausage,9,2,4
4710,2015-04-20,cat food,9,2,1
1090,2015-10-04,beef,12,2,1
1539,2015-04-07,frankfurter,5,2,2
2114,2015-05-24,frankfurter,6,2,2
4236,2015-10-13,tropical fruit,14,2,3
4727,2015-10-06,bottled water,10,2,2
1967,2015-06-23,whole milk,15,2,5
1584,2015-01-31,pet care,16,2,2
4883,2015-08-28,ham,10,2,2
4039,2015-01-19,pip fruit,12,2,4
3927,2015-12-09,bottled water,9,2,2
3594,2015-09-11,tropical fruit,4,2,1
4129,2015-11-07,citrus fruit,17,2,4
2616,2015-05-16,pork,8,2,5
2539,2015-11-15,citrus fruit,4,2,4
2556,2015-08-28,newspapers,10,2,2
3855,2015-06-18,curd,18,2,1
2089,2015-10-15,whole milk,16,2,6
2466,2015-08-28,sausage,9,2,4
1211,2015-04-19,UHT-milk,16,2,1
1370,2015-07-05,tropical fruit,13,2,1
3779,2015-10-10,yogurt,15,2,1
3498,2015-03-31,other vegetables,8,2,3
1613,2015-04-06,turkey,15,2,1
1176,2015-08-17,pastry,14,2,1
4027,2015-06-29,whipped/sour cream,4,2,1
4389,2015-12-17,misc. beverages,17,2,2
2578,2015-05-28,brown bread,18,2,1
1342,2015-02-19,ham,13,2,2
2210,2015-09-07,sausage,19,2,5
4807,2015-04-08,tropical fruit,13,2,4
2799,2015-09-10,citrus fruit,21,2,4
2957,2015-11-27,photo/film,19,2,1
3566,2015-12-14,sausage,4,2,4
4768,2015-03-13,pork,4,4,4
4853,2015-10-04,frankfurter,12,2,2
3791,2015-03-25,brown bread,4,2,1
3235,2015-11-14,pork,7,2,3
3866,2015-07-07,chocolate,10,2,2
4385,2015-11-17,frankfurter,5,2,1
4938,2015-12-10,whole milk,16,2,4
1528,2015-09-15,chicken,8,2,2
4273,2015-03-21,citrus fruit,8,2,7
1329,2015-05-23,hamburger meat,16,2,1
4158,2015-11-11,root vegetables,4,2,3
1558,2015-04-06,finished products,2,2,1
4782,2015-05-31,canned beer,10,2,4
4606,2015-05-15,whole milk,13,2,8
3066,2015-05-05,bottled water,12,2,2
2299,2015-11-10,turkey,8,2,1
3677,2015-09-01,turkey,13,2,1
3947,2015-06-13,meat,10,2,3
2475,2015-07-23,tropical fruit,14,2,3
4677,2015-04-09,detergent,7,2,1
1890,2015-05-27,liquor,8,2,2
3645,2015-12-05,citrus fruit,11,2,2
4951,2015-11-24,whole milk,13,2,10
1718,2015-03-14,frankfurter,7,2,3
1304,2015-08-17,frankfurter,7,2,4
2018,2015-08-25,waffles,13,2,1
3232,2015-06-10,whole milk,16,2,7
4905,2015-11-25,berries,2,2,2
1238,2015-03-01,frankfurter,2,2,5
4892,2015-04-13,citrus fruit,12,2,1
4152,2015-06-18,soda,16,2,2
1790,2015-02-05,pork,4,2,3
1874,2015-02-10,frankfurter,9,2,2
4708,2015-06-06,ham,14,2,3
3852,2015-04-01,citrus fruit,7,2,3
4688,2015-05-08,chicken,16,2,3
1042,2015-10-16,whole milk,6,2,4
4908,2015-05-20,tropical fruit,7,3,1
1780,2015-07-12,curd,21,11,2
1438,2015-05-11,sausage,17,3,2
1265,2015-01-19,hamburger meat,25,3,1
3669,2015-02-10,citrus fruit,12,3,4
2412,2015-03-13,sausage,7,3,2
1818,2015-09-10,red/blush wine,10,3,1
2601,2015-06-27,other vegetables,19,3,6
1905,2015-07-31,ham,26,3,1
1407,2015-06-26,beef,23,3,1
3754,2015-01-02,pip fruit,6,3,2
2743,2015-05-05,beef,17,3,1
2211,2015-09-22,whole milk,13,3,6
4138,2015-06-12,pork,12,3,4
4141,2015-11-12,frankfurter,3,3,1
4826,2015-06-15,red/blush wine,13,3,1
2685,2015-10-07,bottled water,12,3,1
3793,2015-07-02,ham,18,3,1
4687,2015-09-23,soda,10,3,3
2277,2015-01-18,soda,7,3,2
4518,2015-07-20,yogurt,5,3,3
1997,2015-12-28,cleaner,21,3,1
4114,2015-08-07,frankfurter,10,3,2
1097,2015-09-25,frankfurter,17,3,1
2568,2015-09-22,pip fruit,19,3,1
1997,2015-08-20,ham,21,3,3
4987,2015-01-07,condensed milk,7,3,1
2404,2015-06-02,soda,11,3,4
1619,2015-03-04,beef,11,3,1
3640,2015-03-13,rolls/buns,8,3,7
4537,2015-10-27,pork,13,3,4
3519,2015-07-30,sausage,13,3,6
3587,2015-06-08,sausage,11,3,3
1232,2015-07-01,butter,7,3,2
2597,2015-08-15,berries,15,3,3
1878,2015-01-10,sausage,21,3,2
2860,2015-03-01,sausage,14,3,3
4006,2015-06-14,sausage,12,3,3
4536,2015-09-13,hamburger meat,11,3,1
4180,2015-06-04,other vegetables,13,3,2
1384,2015-03-23,soda,15,3,2
3322,2015-10-11,sausage,16,3,4
2543,2015-08-13,rolls/buns,10,3,4
3763,2015-06-27,beef,13,3,1
4459,2015-02-08,sausage,12,3,7
2736,2015-05-25,pork,23,3,2
1549,2015-03-18,rolls/buns,9,3,4
2047,2015-12-20,pip fruit,12,3,3
3754,2015-01-22,whole milk,6,3,3
2667,2015-06-16,frankfurter,5,3,3
1829,2015-06-19,pork,9,3,6
1376,2015-06-30,sausage,7,3,1
2953,2015-01-04,packaged fruit/vegetables,3,3,1
3465,2015-06-14,coffee,22,3,1
3120,2015-12-23,other vegetables,24,3,6
1301,2015-01-07,sausage,7,3,4
1865,2015-10-18,ham,14,3,3
2772,2015-12-04,bottled water,16,3,3
